"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6","1","2","3","4","5","6"
"6790",3,"[2016-10-08 15:40:00,2016-10-08 16:00:00)",0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1014.9,1020,15,5.5,18.6,60,0,83,91,97,104,98,95,83,91,97,104,98,95
"6795",3,"[2016-10-08 16:00:00,2016-10-08 16:20:00)",0,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1014.9,1020,15,5.5,18.6,60,0,83,91,97,104,98,95,83,91,97,104,98,95
"6800",3,"[2016-10-08 16:20:00,2016-10-08 16:40:00)",0,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1014.9,1020,15,5.5,18.6,60,0,106,97,117,85,99,110,106,97,117,85,99,110
"6805",3,"[2016-10-08 16:40:00,2016-10-08 17:00:00)",0,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1014.9,1020,15,5.5,18.6,60,0,106,97,117,85,99,110,106,97,117,85,99,110
"6810",3,"[2016-10-08 17:00:00,2016-10-08 17:20:00)",0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1014.9,1020,340,2.4,16.4,73,0,106,97,117,85,99,110,106,97,117,85,99,110
"6815",3,"[2016-10-08 17:20:00,2016-10-08 17:40:00)",0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1014.9,1020,340,2.4,16.4,73,0,106,97,117,85,99,110,106,97,117,85,99,110
"6820",3,"[2016-10-08 17:40:00,2016-10-08 18:00:00)",0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1014.9,1020,340,2.4,16.4,73,0,106,97,117,85,99,110,106,97,117,85,99,110
"6825",3,"[2016-10-08 18:00:00,2016-10-08 18:20:00)",0,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1014.9,1020,340,2.4,16.4,73,0,106,97,117,85,99,110,106,97,117,85,99,110
"6830",3,"[2016-10-08 18:20:00,2016-10-08 18:40:00)",0,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1014.9,1020,340,2.4,16.4,73,0,107,111,99,106,99,72,107,111,99,106,99,72
"6835",3,"[2016-10-08 18:40:00,2016-10-08 19:00:00)",0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1014.9,1020,340,2.4,16.4,73,0,107,111,99,106,99,72,107,111,99,106,99,72
"6840",3,"[2016-10-08 19:00:00,2016-10-08 19:20:00)",0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1014.9,1020,340,2.4,16.4,73,0,107,111,99,106,99,72,107,111,99,106,99,72
"6845",3,"[2016-10-08 19:20:00,2016-10-08 19:40:00)",0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1014.9,1020,340,2.4,16.4,73,0,107,111,99,106,99,72,107,111,99,106,99,72
"6850",3,"[2016-10-08 19:40:00,2016-10-08 20:00:00)",0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1014.9,1020,340,2.4,16.4,73,0,107,111,99,106,99,72,107,111,99,106,99,72
"6855",3,"[2016-10-08 20:00:00,2016-10-08 20:20:00)",0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1015.2,1020.3,354,3.3,16.5,64,0,107,111,99,106,99,72,107,111,99,106,99,72
"6860",3,"[2016-10-08 20:20:00,2016-10-08 20:40:00)",0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1015.2,1020.3,354,3.3,16.5,64,0,66,52,50,51,55,32,66,52,50,51,55,32
"6865",3,"[2016-10-08 20:40:00,2016-10-08 21:00:00)",0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1015.2,1020.3,354,3.3,16.5,64,0,66,52,50,51,55,32,66,52,50,51,55,32
"6870",3,"[2016-10-08 21:00:00,2016-10-08 21:20:00)",0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1015.2,1020.3,354,3.3,16.5,64,0,66,52,50,51,55,32,66,52,50,51,55,32
"6875",3,"[2016-10-08 21:20:00,2016-10-08 21:40:00)",0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1015.2,1020.3,354,3.3,16.5,64,0,66,52,50,51,55,32,66,52,50,51,55,32
"6880",3,"[2016-10-08 21:40:00,2016-10-08 22:00:00)",0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1015.2,1020.3,354,3.3,16.5,64,0,66,52,50,51,55,32,66,52,50,51,55,32
"6885",3,"[2016-10-08 22:00:00,2016-10-08 22:20:00)",0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1015.2,1020.3,354,3.3,16.5,64,0,66,52,50,51,55,32,66,52,50,51,55,32
"6890",3,"[2016-10-08 22:20:00,2016-10-08 22:40:00)",0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1015.2,1020.3,354,3.3,16.5,64,0,38,42,28,29,26,21,38,42,28,29,26,21
"6895",3,"[2016-10-08 22:40:00,2016-10-08 23:00:00)",0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1015.2,1020.3,354,3.3,16.5,64,0,38,42,28,29,26,21,38,42,28,29,26,21
"6900",3,"[2016-10-08 23:00:00,2016-10-08 23:20:00)",0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1010.6,1015.6,2,4.2,19.4,94,1,38,42,28,29,26,21,38,42,28,29,26,21
"6905",3,"[2016-10-08 23:20:00,2016-10-08 23:40:00)",0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1010.6,1015.6,2,4.2,19.4,94,1,38,42,28,29,26,21,38,42,28,29,26,21
"6912",3,"[2016-10-09 00:00:00,2016-10-09 00:20:00)",0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.4,1021.5,1,4,17.5,66,0,38,42,28,29,26,21,38,42,28,29,26,21
"6917",3,"[2016-10-09 00:20:00,2016-10-09 00:40:00)",0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.4,1021.5,1,4,17.5,66,0,38,42,28,29,26,21,38,42,28,29,26,21
"6922",3,"[2016-10-09 00:40:00,2016-10-09 01:00:00)",0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.4,1021.5,1,4,17.5,66,0,14,13,14,9,13,14,14,13,14,9,13,14
"6927",3,"[2016-10-09 01:00:00,2016-10-09 01:20:00)",0,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.4,1021.5,1,4,17.5,66,0,14,13,14,9,13,14,14,13,14,9,13,14
"6931",3,"[2016-10-09 01:20:00,2016-10-09 01:40:00)",0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.4,1021.5,1,4,17.5,66,0,14,13,14,9,13,14,14,13,14,9,13,14
"6936",3,"[2016-10-09 01:40:00,2016-10-09 02:00:00)",0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.4,1021.5,1,4,17.5,66,0,14,13,14,9,13,14,14,13,14,9,13,14
"6941",3,"[2016-10-09 02:00:00,2016-10-09 02:20:00)",0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.1,1021.2,66,2.5,21.4,56,0,14,13,14,9,13,14,14,13,14,9,13,14
"6945",3,"[2016-10-09 02:20:00,2016-10-09 02:40:00)",0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,66,2.5,21.4,56,0,14,13,14,9,13,14,14,13,14,9,13,14
"6949",3,"[2016-10-09 02:40:00,2016-10-09 03:00:00)",0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.1,1021.2,66,2.5,21.4,56,0,12,19,15,13,9,11,12,19,15,13,9,11
"6953",3,"[2016-10-09 03:00:00,2016-10-09 03:20:00)",0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.1,1021.2,66,2.5,21.4,56,0,12,19,15,13,9,11,12,19,15,13,9,11
"6957",3,"[2016-10-09 03:20:00,2016-10-09 03:40:00)",0,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,66,2.5,21.4,56,0,12,19,15,13,9,11,12,19,15,13,9,11
"6961",3,"[2016-10-09 03:40:00,2016-10-09 04:00:00)",0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.1,1021.2,66,2.5,21.4,56,0,12,19,15,13,9,11,12,19,15,13,9,11
"6965",3,"[2016-10-09 04:00:00,2016-10-09 04:20:00)",0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.1,1021.2,66,2.5,21.4,56,0,12,19,15,13,9,11,12,19,15,13,9,11
"6970",3,"[2016-10-09 04:20:00,2016-10-09 04:40:00)",0,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,66,2.5,21.4,56,0,12,19,15,13,9,11,12,19,15,13,9,11
"6975",3,"[2016-10-09 04:40:00,2016-10-09 05:00:00)",0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.1,1021.2,66,2.5,21.4,56,0,15,12,16,9,8,22,15,12,16,9,8,22
"6980",3,"[2016-10-09 05:00:00,2016-10-09 05:20:00)",0,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1014,1019.1,54,3.5,21.7,49,0,15,12,16,9,8,22,15,12,16,9,8,22
"6985",3,"[2016-10-09 05:20:00,2016-10-09 05:40:00)",0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1014,1019.1,54,3.5,21.7,49,0,15,12,16,9,8,22,15,12,16,9,8,22
"6990",3,"[2016-10-09 05:40:00,2016-10-09 06:00:00)",0,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1014,1019.1,54,3.5,21.7,49,0,15,12,16,9,8,22,15,12,16,9,8,22
"6995",3,"[2016-10-09 06:00:00,2016-10-09 06:20:00)",0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1014,1019.1,54,3.5,21.7,49,0,15,12,16,9,8,22,15,12,16,9,8,22
"7000",3,"[2016-10-09 06:20:00,2016-10-09 06:40:00)",0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1014,1019.1,54,3.5,21.7,49,0,15,12,16,9,8,22,15,12,16,9,8,22
"7005",3,"[2016-10-09 06:40:00,2016-10-09 07:00:00)",0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1014,1019.1,54,3.5,21.7,49,0,15,18,10,21,21,46,15,18,10,21,21,46
"7010",3,"[2016-10-09 07:00:00,2016-10-09 07:20:00)",0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1014,1019.1,54,3.5,21.7,49,0,15,18,10,21,21,46,15,18,10,21,21,46
"7015",3,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1014,1019.1,54,3.5,21.7,49,0,15,18,10,21,21,46,15,18,10,21,21,46
"7020",3,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1014,1019.1,54,3.5,21.7,49,0,15,18,10,21,21,46,15,18,10,21,21,46
"7025",3,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",0,136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1014.3,1019.4,28,5.6,20.4,55,0,15,18,10,21,21,46,15,18,10,21,21,46
"7030",3,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",0,156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1014.3,1019.4,28,5.6,20.4,55,0,15,18,10,21,21,46,15,18,10,21,21,46
"7035",3,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",0,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1014.3,1019.4,28,5.6,20.4,55,0,75,107,109,110,136,156,75,107,109,110,136,156
"7040",3,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1014.3,1019.4,28,5.6,20.4,55,0,75,107,109,110,136,156,75,107,109,110,136,156
"7045",3,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",0,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1014.3,1019.4,28,5.6,20.4,55,0,75,107,109,110,136,156,75,107,109,110,136,156
"7050",3,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1014.3,1019.4,28,5.6,20.4,55,0,75,107,109,110,136,156,75,107,109,110,136,156
"7055",3,"[2016-10-09 10:00:00,2016-10-09 10:20:00)",0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1014.3,1019.4,28,5.6,20.4,55,0,75,107,109,110,136,156,75,107,109,110,136,156
"7060",3,"[2016-10-09 10:20:00,2016-10-09 10:40:00)",0,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1014.3,1019.4,28,5.6,20.4,55,0,75,107,109,110,136,156,75,107,109,110,136,156
"7065",3,"[2016-10-09 10:40:00,2016-10-09 11:00:00)",0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1014.3,1019.4,28,5.6,20.4,55,0,145,128,122,97,100,89,145,128,122,97,100,89
"7070",3,"[2016-10-09 11:00:00,2016-10-09 11:20:00)",0,116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.1,1021.2,52,6,18.8,58,0,145,128,122,97,100,89,145,128,122,97,100,89
"7075",3,"[2016-10-09 11:20:00,2016-10-09 11:40:00)",0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,52,6,18.8,58,0,145,128,122,97,100,89,145,128,122,97,100,89
"7080",3,"[2016-10-09 11:40:00,2016-10-09 12:00:00)",0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.1,1021.2,52,6,18.8,58,0,145,128,122,97,100,89,145,128,122,97,100,89
"7085",3,"[2016-10-09 12:00:00,2016-10-09 12:20:00)",0,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.1,1021.2,52,6,18.8,58,0,145,128,122,97,100,89,145,128,122,97,100,89
"7090",3,"[2016-10-09 12:20:00,2016-10-09 12:40:00)",0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,52,6,18.8,58,0,145,128,122,97,100,89,145,128,122,97,100,89
"7095",3,"[2016-10-09 12:40:00,2016-10-09 13:00:00)",0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.1,1021.2,52,6,18.8,58,0,106,116,100,74,83,86,106,116,100,74,83,86
"7100",3,"[2016-10-09 13:00:00,2016-10-09 13:20:00)",0,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.1,1021.2,52,6,18.8,58,0,106,116,100,74,83,86,106,116,100,74,83,86
"7105",3,"[2016-10-09 13:20:00,2016-10-09 13:40:00)",0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,52,6,18.8,58,0,106,116,100,74,83,86,106,116,100,74,83,86
"7110",3,"[2016-10-09 13:40:00,2016-10-09 14:00:00)",0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.1,1021.2,52,6,18.8,58,0,106,116,100,74,83,86,106,116,100,74,83,86
"7115",3,"[2016-10-09 14:00:00,2016-10-09 14:20:00)",0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.3,1021.4,57,4.4,17.1,60,0,106,116,100,74,83,86,106,116,100,74,83,86
"7120",3,"[2016-10-09 14:20:00,2016-10-09 14:40:00)",0,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.3,1021.4,57,4.4,17.1,60,0,106,116,100,74,83,86,106,116,100,74,83,86
"7125",3,"[2016-10-09 14:40:00,2016-10-09 15:00:00)",0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.3,1021.4,57,4.4,17.1,60,0,106,104,84,109,106,92,106,104,84,109,106,92
"7130",3,"[2016-10-09 15:00:00,2016-10-09 15:20:00)",0,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1016.3,1021.4,57,4.4,17.1,60,0,106,104,84,109,106,92,106,104,84,109,106,92
"7135",3,"[2016-10-09 15:20:00,2016-10-09 15:40:00)",0,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1016.3,1021.4,57,4.4,17.1,60,0,106,104,84,109,106,92,106,104,84,109,106,92
"7140",3,"[2016-10-09 15:40:00,2016-10-09 16:00:00)",0,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1016.3,1021.4,57,4.4,17.1,60,0,106,104,84,109,106,92,106,104,84,109,106,92
"7145",3,"[2016-10-09 16:00:00,2016-10-09 16:20:00)",0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1016.3,1021.4,57,4.4,17.1,60,0,106,104,84,109,106,92,106,104,84,109,106,92
"7150",3,"[2016-10-09 16:20:00,2016-10-09 16:40:00)",0,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1016.3,1021.4,57,4.4,17.1,60,0,106,104,84,109,106,92,106,104,84,109,106,92
"7155",3,"[2016-10-09 16:40:00,2016-10-09 17:00:00)",0,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1016.3,1021.4,57,4.4,17.1,60,0,111,104,119,113,110,118,111,104,119,113,110,118
"7160",3,"[2016-10-09 17:00:00,2016-10-09 17:20:00)",0,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1015.4,1020.5,4,1.3,15.4,67,0,111,104,119,113,110,118,111,104,119,113,110,118
"7165",3,"[2016-10-09 17:20:00,2016-10-09 17:40:00)",0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1015.4,1020.5,4,1.3,15.4,67,0,111,104,119,113,110,118,111,104,119,113,110,118
"7170",3,"[2016-10-09 17:40:00,2016-10-09 18:00:00)",0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1015.4,1020.5,4,1.3,15.4,67,0,111,104,119,113,110,118,111,104,119,113,110,118
"7175",3,"[2016-10-09 18:00:00,2016-10-09 18:20:00)",0,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1015.4,1020.5,4,1.3,15.4,67,0,111,104,119,113,110,118,111,104,119,113,110,118
"7180",3,"[2016-10-09 18:20:00,2016-10-09 18:40:00)",0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1015.4,1020.5,4,1.3,15.4,67,0,111,104,119,113,110,118,111,104,119,113,110,118
"7185",3,"[2016-10-09 18:40:00,2016-10-09 19:00:00)",0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1015.4,1020.5,4,1.3,15.4,67,0,132,113,99,98,88,62,132,113,99,98,88,62
"7190",3,"[2016-10-09 19:00:00,2016-10-09 19:20:00)",0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1015.4,1020.5,4,1.3,15.4,67,0,132,113,99,98,88,62,132,113,99,98,88,62
"7195",3,"[2016-10-09 19:20:00,2016-10-09 19:40:00)",0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1015.4,1020.5,4,1.3,15.4,67,0,132,113,99,98,88,62,132,113,99,98,88,62
"7200",3,"[2016-10-09 19:40:00,2016-10-09 20:00:00)",0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1015.4,1020.5,4,1.3,15.4,67,0,132,113,99,98,88,62,132,113,99,98,88,62
"7205",3,"[2016-10-09 20:00:00,2016-10-09 20:20:00)",0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1014.5,1019.6,333,2.5,14.1,80,0,132,113,99,98,88,62,132,113,99,98,88,62
"7210",3,"[2016-10-09 20:20:00,2016-10-09 20:40:00)",0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1014.5,1019.6,333,2.5,14.1,80,0,132,113,99,98,88,62,132,113,99,98,88,62
"7215",3,"[2016-10-09 20:40:00,2016-10-09 21:00:00)",0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1014.5,1019.6,333,2.5,14.1,80,0,64,46,44,54,25,56,64,46,44,54,25,56
"7220",3,"[2016-10-09 21:00:00,2016-10-09 21:20:00)",0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1014.5,1019.6,333,2.5,14.1,80,0,64,46,44,54,25,56,64,46,44,54,25,56
